Activity Type,Date,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Avg Pace_min,time_in_minutes,year,month,day
Running,2023-12-13 06:28:00,4.2,226.0,2024-08-12 00:23:52,140.0,164.0,170.0,177.0,,,2.0,72.0,1.04,5.0,2024-08-12 00:23:47,2024-08-12 00:23:52,59.0,133.0,,,2023,12,13
Running,2023-11-12 07:27:00,4.15,228.0,2024-08-12 00:23:28,142.0,157.0,168.0,177.0,,,6.0,53.0,1.05,5.0,2024-08-12 00:23:17,2024-08-12 00:23:28,90.0,257.0,,,2023,11,12
Running,2023-09-12 06:38:00,6.04,355.0,2024-08-12 00:34:06,153.0,171.0,174.0,193.0,,,40.0,94.0,1.02,7.0,2024-08-12 00:33:57,2024-08-12 00:34:06,189.0,276.0,,,2023,9,12
Running,2023-08-12 06:16:00,8.09,446.0,2024-08-12 00:44:02,151.0,173.0,176.0,193.0,,,11.0,75.0,1.04,9.0,2024-08-12 00:43:52,2024-08-12 00:44:02,179.0,249.0,,,2023,8,12
Running,2023-07-12 16:59:00,3.13,207.0,2024-08-12 00:21:24,145.0,172.0,168.0,183.0,,,2.0,51.0,0.87,4.0,2024-08-12 00:21:16,2024-08-12 00:21:24,162.0,217.0,,,2023,7,12
Running,2023-06-12 06:15:00,4.02,234.0,2024-08-12 00:22:53,153.0,180.0,170.0,181.0,,,2.0,153.0,1.03,5.0,2024-08-12 00:22:52,2024-08-12 00:22:53,84.0,240.0,,,2023,6,12
Running,2023-05-12 20:18:00,7.17,347.0,2024-08-12 00:38:17,137.0,155.0,172.0,183.0,,,16.0,68.0,1.09,8.0,2024-08-12 00:38:08,2024-08-12 00:38:17,199.0,258.0,,,2023,5,12
Running,2023-01-12 07:23:00,5.15,299.0,2024-08-12 00:30:04,147.0,170.0,171.0,183.0,,,7.0,63.0,1.0,6.0,2024-08-12 00:29:57,2024-08-12 00:30:04,135.0,194.0,,,2023,1,12
Running,2023-11-27 07:19:00,5.51,366.0,2024-08-12 00:33:59,155.0,177.0,171.0,188.0,,,22.0,45.0,0.95,6.0,2024-08-12 00:33:49,2024-08-12 00:33:59,132.0,181.0,,,2023,11,27
Running,2023-11-22 17:05:00,5.02,283.0,2024-08-12 00:29:14,145.0,169.0,165.0,176.0,,,13.0,54.0,1.04,6.0,2024-08-12 00:28:59,2024-08-12 00:29:14,116.0,171.0,,,2023,11,22
Running,2023-11-21 18:19:00,2.76,147.0,2024-08-12 00:19:13,128.0,149.0,167.0,179.0,,,,27.0,0.86,3.0,2024-08-12 00:18:57,2024-08-12 00:19:13,151.0,171.0,,,2023,11,21
Running,2023-11-20 17:14:00,5.21,318.0,2024-08-12 00:30:28,154.0,167.0,167.0,179.0,,,32.0,41.0,1.02,6.0,2024-08-12 00:30:14,2024-08-12 00:30:28,147.0,170.0,,,2023,11,20
Running,2023-11-18 10:40:00,1.6,114.0,2024-08-12 00:13:35,134.0,152.0,160.0,175.0,,,2.0,16.0,0.74,2.0,2024-08-12 00:13:04,2024-08-12 00:13:35,128.0,146.0,,,2023,11,18
Running,2023-11-18 07:51:00,2.31,129.0,2024-08-12 00:13:10,146.0,157.0,173.0,186.0,,,5.0,52.0,1.02,3.0,2024-08-12 00:13:00,2024-08-12 00:13:10,22.0,77.0,,,2023,11,18
Running,2023-11-16 06:12:00,4.08,254.0,2024-08-12 00:24:57,153.0,190.0,167.0,177.0,,,6.0,86.0,0.98,5.0,2024-08-12 00:24:46,2024-08-12 00:24:57,-10.0,80.0,,,2023,11,16
Running,2023-11-15 07:20:00,5.04,299.0,2024-08-12 00:28:30,151.0,172.0,168.0,179.0,,,17.0,58.0,1.05,6.0,2024-08-12 00:28:23,2024-08-12 00:28:30,34.0,92.0,,,2023,11,15
Running,2023-11-11 09:56:00,6.02,334.0,2024-08-12 00:35:24,140.0,152.0,168.0,175.0,,,22.0,27.0,1.01,7.0,2024-08-12 00:35:12,2024-08-12 00:35:24,25.0,50.0,,,2023,11,11
Running,2023-10-11 11:45:00,7.02,421.0,2024-08-12 00:41:31,149.0,168.0,162.0,181.0,,,48.0,51.0,1.04,8.0,2024-08-12 00:40:00,2024-08-12 00:41:31,18.0,61.0,,,2023,10,11
Running,2023-03-11 17:33:00,6.04,360.0,2024-08-12 00:34:16,154.0,179.0,166.0,176.0,,,23.0,67.0,1.06,7.0,2024-08-12 00:34:04,2024-08-12 00:34:16,-49.0,-1.0,,,2023,3,11
Running,2023-02-11 06:38:00,3.17,151.0,2024-08-12 00:16:47,134.0,152.0,172.0,183.0,,,13.0,90.0,1.1,4.0,2024-08-12 00:16:40,2024-08-12 00:16:47,-89.0,10.0,,,2023,2,11
Running,2023-10-30 16:43:00,5.59,316.0,2024-08-12 00:31:35,149.0,171.0,165.0,181.0,,,35.0,68.0,1.07,6.0,2024-08-12 00:31:17,2024-08-12 00:31:35,-34.0,35.0,,,2023,10,30
Running,2023-10-28 07:57:00,5.42,302.0,2024-08-12 00:31:07,145.0,161.0,169.0,179.0,,,13.0,91.0,1.03,6.0,2024-08-12 00:31:06,2024-08-12 00:31:07,-87.0,-1.0,,,2023,10,28
Running,2023-10-27 16:51:00,5.52,286.0,2024-08-12 00:29:29,142.0,156.0,163.0,179.0,,,2.0,59.0,1.15,6.0,2024-08-12 00:29:21,2024-08-12 00:29:29,-62.0,-1.0,,,2023,10,27
Running,2023-10-24 07:05:00,4.07,203.0,2024-08-12 00:22:36,138.0,153.0,167.0,177.0,,,6.0,91.0,1.07,5.0,2024-08-12 00:22:15,2024-08-12 00:22:36,-68.0,26.0,,,2023,10,24
Running,2023-10-21 07:33:00,4.08,224.0,2024-08-12 00:22:36,147.0,164.0,172.0,181.0,,,3.0,64.0,1.05,5.0,2024-08-12 00:22:34,2024-08-12 00:22:36,62.0,130.0,,,2023,10,21
Running,2023-10-20 07:34:00,3.04,174.0,2024-08-12 00:17:37,148.0,159.0,169.0,177.0,,,7.0,55.0,1.02,4.0,2024-08-12 00:17:36,2024-08-12 00:17:37,63.0,154.0,,,2023,10,20
Running,2023-10-19 06:38:00,3.1,171.0,2024-08-12 00:17:38,149.0,168.0,171.0,183.0,,,2.0,76.0,1.03,4.0,2024-08-12 00:17:30,2024-08-12 00:17:38,87.0,166.0,,,2023,10,19
Running,2023-10-18 07:49:00,3.1,164.0,2024-08-12 00:17:21,140.0,158.0,171.0,183.0,,,4.0,59.0,1.05,4.0,2024-08-12 00:17:14,2024-08-12 00:17:21,98.0,157.0,,,2023,10,18
Running,2023-10-17 16:18:00,2.03,107.0,2024-08-12 00:10:51,143.0,150.0,170.0,183.0,,,7.0,24.0,1.1,3.0,2024-08-12 00:10:50,2024-08-12 00:10:51,145.0,171.0,,,2023,10,17
Running,2023-12-10 17:08:00,2.22,121.0,2024-08-12 00:12:32,145.0,157.0,169.0,181.0,,,4.0,47.0,1.05,3.0,2024-08-12 00:12:25,2024-08-12 00:12:32,124.0,173.0,,,2023,12,10
Running,2023-10-10 18:37:00,2.11,119.0,2024-08-12 00:12:07,147.0,156.0,168.0,179.0,,,4.0,35.0,1.03,3.0,2024-08-12 00:11:58,2024-08-12 00:12:07,281.0,317.0,,,2023,10,10
Running,2023-04-10 06:24:00,2.5,137.0,2024-08-12 00:14:26,144.0,158.0,170.0,181.0,,,,109.0,1.02,3.0,2024-08-12 00:14:26,2024-08-12 00:14:26,355.0,461.0,,,2023,4,10
Running,2023-03-10 06:30:00,2.39,137.0,2024-08-12 00:13:48,146.0,173.0,169.0,177.0,,,,73.0,1.02,3.0,2024-08-12 00:13:42,2024-08-12 00:13:48,350.0,424.0,,,2023,3,10
Running,2023-09-19 18:04:00,2.02,125.0,2024-08-12 00:12:45,147.0,173.0,167.0,177.0,,,,76.0,0.95,3.0,2024-08-12 00:12:41,2024-08-12 00:12:45,,,,,2023,9,19
Running,2023-09-18 17:04:00,3.04,168.0,2024-08-12 00:17:27,139.0,155.0,167.0,181.0,,,5.0,55.0,1.04,4.0,2024-08-12 00:17:18,2024-08-12 00:17:27,42.0,99.0,,,2023,9,18
Running,2023-04-09 17:28:00,3.02,169.0,2024-08-12 00:17:25,140.0,160.0,167.0,175.0,,,4.0,36.0,1.04,4.0,2024-08-12 00:17:18,2024-08-12 00:17:25,41.0,79.0,,,2023,4,9
Running,2023-08-17 17:34:00,4.13,220.0,2024-08-12 00:23:23,140.0,159.0,169.0,182.0,,,17.0,55.0,1.05,5.0,2024-08-12 00:23:10,2024-08-12 00:24:44,312.0,377.0,,,2023,8,17
Running,2023-08-16 20:39:00,4.04,231.0,2024-08-12 00:23:10,143.0,162.0,167.0,181.0,,,18.0,58.0,1.04,5.0,2024-08-12 00:23:02,2024-08-12 00:23:10,291.0,343.0,,,2023,8,16
Running,2023-11-08 20:07:00,5.05,282.0,2024-08-12 00:28:55,144.0,155.0,169.0,177.0,,,16.0,54.0,1.04,6.0,2024-08-12 00:28:53,2024-08-12 00:28:55,316.0,363.0,,,2023,11,8
Running,2023-10-08 20:40:00,5.13,302.0,2024-08-12 00:31:19,143.0,155.0,167.0,177.0,,,17.0,53.0,0.98,6.0,2024-08-12 00:31:12,2024-08-12 00:31:19,293.0,336.0,,,2023,10,8
Running,2023-08-08 07:08:00,5.3,341.0,2024-08-12 00:32:02,154.0,178.0,164.0,185.0,,,17.0,65.0,1.01,6.0,2024-08-12 00:30:45,2024-08-12 00:32:02,246.0,308.0,,,2023,8,8
Running,2023-07-08 19:39:00,6.05,335.0,2024-08-12 00:34:21,142.0,153.0,168.0,177.0,,,11.0,51.0,1.05,7.0,2024-08-12 00:34:13,2024-08-12 00:34:21,239.0,285.0,,,2023,7,8
Running,2023-04-08 16:07:00,5.02,283.0,2024-08-12 00:27:25,148.0,163.0,171.0,179.0,,,11.0,47.0,1.07,6.0,2024-08-12 00:27:16,2024-08-12 00:27:25,236.0,280.0,,,2023,4,8
Running,2023-07-27 17:17:00,5.19,305.0,2024-08-12 00:30:48,147.0,161.0,170.0,177.0,,,18.0,61.0,0.99,6.0,2024-08-12 00:30:39,2024-08-12 00:30:48,193.0,249.0,,,2023,7,27
Running,2023-07-25 16:58:00,8.02,393.0,2024-08-12 00:44:22,136.0,154.0,170.0,181.0,,,10.0,78.0,1.07,9.0,2024-08-12 00:44:04,2024-08-12 00:44:22,102.0,243.0,,,2023,7,25
Running,2023-07-20 07:45:00,5.02,290.0,2024-08-12 00:27:14,152.0,170.0,174.0,185.0,,,10.0,53.0,1.06,6.0,2024-08-12 00:27:06,2024-08-12 00:27:14,118.0,170.0,,,2023,7,20
Running,2023-07-19 21:51:00,6.49,386.0,2024-08-12 00:36:38,150.0,179.0,165.0,175.0,,,23.0,76.0,1.07,7.0,2024-08-12 00:36:37,2024-08-12 00:36:38,136.0,203.0,,,2023,7,19
Running,2023-07-18 17:02:00,5.02,259.0,2024-08-12 00:28:21,136.0,159.0,172.0,181.0,,,17.0,120.0,1.03,6.0,2024-08-12 00:28:12,2024-08-12 00:28:21,100.0,204.0,,,2023,7,18
Running,2023-07-15 07:36:00,8.15,490.0,2024-08-12 00:45:39,155.0,168.0,172.0,181.0,,,35.0,82.0,1.04,9.0,2024-08-12 00:45:37,2024-08-12 00:45:39,13.0,80.0,,,2023,7,15
Running,2023-07-13 07:27:00,8.01,468.0,2024-08-12 00:44:56,152.0,168.0,171.0,183.0,,,38.0,97.0,1.04,9.0,2024-08-12 00:44:38,2024-08-12 00:44:56,5.0,85.0,,,2023,7,13
Running,2023-11-07 06:32:00,10.02,589.0,2024-08-12 00:58:16,151.0,176.0,171.0,187.0,,,22.0,138.0,1.01,11.0,2024-08-12 00:58:04,2024-08-12 00:58:16,-11.0,113.0,,,2023,11,7
Running,2023-10-07 17:27:00,5.02,258.0,2024-08-12 00:28:22,136.0,153.0,169.0,178.0,,,9.0,42.0,1.04,6.0,2024-08-12 00:28:14,2024-08-12 00:28:22,98.0,140.0,,,2023,10,7
Running,2023-07-07 06:47:00,8.15,447.0,2024-08-12 00:46:11,148.0,164.0,172.0,188.0,,,8.0,65.0,1.02,9.0,2024-08-12 00:46:02,2024-08-12 00:46:11,78.0,138.0,,,2023,7,7
Running,2023-06-07 07:28:00,5.19,304.0,2024-08-12 00:30:34,147.0,164.0,171.0,183.0,,,9.0,54.0,0.99,6.0,2024-08-12 00:30:33,2024-08-12 00:30:34,56.0,108.0,,,2023,6,7
Running,2023-05-07 06:35:00,5.04,294.0,2024-08-12 00:30:19,144.0,166.0,172.0,179.0,,,7.0,44.0,0.97,6.0,2024-08-12 00:30:09,2024-08-12 00:30:19,27.0,71.0,,,2023,5,7
Running,2023-04-07 07:12:00,7.29,464.0,2024-08-12 00:42:19,158.0,185.0,167.0,186.0,,,11.0,111.0,1.03,8.0,2024-08-12 00:40:41,2024-08-12 00:42:19,-21.0,87.0,,,2023,4,7
Running,2023-03-07 17:15:00,5.19,314.0,2024-08-12 00:29:20,153.0,166.0,169.0,181.0,,,11.0,42.0,1.05,6.0,2024-08-12 00:29:11,2024-08-12 00:29:20,74.0,115.0,,,2023,3,7
Running,2023-06-29 06:21:00,4.17,264.0,2024-08-12 00:24:54,156.0,170.0,173.0,185.0,,,2.0,41.0,0.97,5.0,2024-08-12 00:24:53,2024-08-12 00:24:54,83.0,127.0,,,2023,6,29
Running,2023-06-28 06:29:00,4.19,260.0,2024-08-12 00:24:43,152.0,171.0,169.0,177.0,,,6.0,38.0,1.0,5.0,2024-08-12 00:24:36,2024-08-12 00:24:43,116.0,153.0,,,2023,6,28
Running,2023-06-27 16:31:00,5.04,302.0,2024-08-12 00:28:59,151.0,167.0,170.0,181.0,,,10.0,44.0,1.03,6.0,2024-08-12 00:28:50,2024-08-12 00:28:59,114.0,157.0,,,2023,6,27
Running,2023-06-26 17:13:00,4.21,259.0,2024-08-12 00:24:12,152.0,164.0,168.0,179.0,,,6.0,44.0,1.04,5.0,2024-08-12 00:24:04,2024-08-12 00:24:12,107.0,150.0,,,2023,6,26
Running,2023-06-23 06:31:00,4.01,226.0,2024-08-12 00:23:41,143.0,156.0,170.0,179.0,,,2.0,51.0,0.99,5.0,2024-08-12 00:23:40,2024-08-12 00:23:41,106.0,161.0,,,2023,6,23
Running,2023-06-22 07:32:00,3.14,181.0,2024-08-12 00:17:54,148.0,165.0,172.0,183.0,,,3.0,42.0,1.02,4.0,2024-08-12 00:17:46,2024-08-12 00:17:54,86.0,177.0,,,2023,6,22
Running,2023-06-21 07:59:00,3.08,176.0,2024-08-12 00:17:58,141.0,153.0,170.0,181.0,,,4.0,35.0,1.0,4.0,2024-08-12 00:17:50,2024-08-12 00:17:58,104.0,143.0,,,2023,6,21
Running,2023-06-20 07:54:00,3.04,174.0,2024-08-12 00:17:02,147.0,167.0,175.0,183.0,,,3.0,37.0,1.02,4.0,2024-08-12 00:16:56,2024-08-12 00:17:02,112.0,193.0,,,2023,6,20
Running,2023-06-19 07:49:00,3.18,183.0,2024-08-12 00:18:18,146.0,161.0,171.0,181.0,,,7.0,29.0,1.01,4.0,2024-08-12 00:18:12,2024-08-12 00:18:18,156.0,186.0,,,2023,6,19
Running,2023-06-05 13:55:00,3.05,170.0,2024-08-12 00:17:10,143.0,156.0,173.0,181.0,,,20.0,19.0,1.03,4.0,2024-08-12 00:17:02,2024-08-12 00:17:10,252.0,266.0,,,2023,6,5
Running,2023-04-26 06:17:00,3.16,171.0,2024-08-12 00:17:57,138.0,150.0,175.0,183.0,,,4.0,37.0,1.0,4.0,2024-08-12 00:17:47,2024-08-12 00:17:57,214.0,253.0,,,2023,4,26
Running,2023-04-24 13:52:00,3.13,178.0,2024-08-12 00:17:18,149.0,162.0,175.0,183.0,,,25.0,16.0,1.04,4.0,2024-08-12 00:17:17,2024-08-12 00:17:18,96.0,204.0,,,2023,4,24
Running,2023-03-17 06:58:00,5.3,313.0,2024-08-12 00:30:09,151.0,169.0,179.0,189.0,,,9.0,68.0,0.98,6.0,2024-08-12 00:30:00,2024-08-12 00:30:09,266.0,330.0,,,2023,3,17
Running,2023-03-14 17:20:00,5.16,308.0,2024-08-12 00:30:49,147.0,167.0,164.0,183.0,,,7.0,35.0,1.02,6.0,2024-08-12 00:29:07,2024-08-12 00:30:49,310.0,343.0,,,2023,3,14
Running,2023-11-03 09:25:00,5.14,304.0,2024-08-12 00:29:21,150.0,167.0,175.0,185.0,,,30.0,32.0,1.0,6.0,2024-08-12 00:29:13,2024-08-12 00:29:21,296.0,326.0,,,2023,11,3
Running,2023-09-03 17:01:00,5.01,314.0,2024-08-12 00:29:42,154.0,166.0,173.0,183.0,,,11.0,29.0,0.97,6.0,2024-08-12 00:29:40,2024-08-12 00:29:42,348.0,373.0,,,2023,9,3
Running,2023-04-03 08:01:00,7.28,382.0,2024-08-12 00:40:51,141.0,159.0,177.0,187.0,,,35.0,61.0,1.01,8.0,2024-08-12 00:40:09,2024-08-12 00:40:51,295.0,335.0,,,2023,4,3
Running,2023-02-27 17:25:00,7.09,414.0,2024-08-12 00:41:57,151.0,171.0,167.0,193.0,,,19.0,88.0,1.02,8.0,2024-08-12 00:39:22,2024-08-12 00:41:57,441.0,524.0,,,2023,2,27
Running,2023-02-22 17:38:00,5.02,282.0,2024-08-12 00:28:26,148.0,170.0,175.0,185.0,,,14.0,37.0,1.01,6.0,2024-08-12 00:28:17,2024-08-12 00:28:26,468.0,503.0,,,2023,2,22
Running,2023-02-21 07:46:00,5.02,253.0,2024-08-12 00:27:00,143.0,162.0,179.0,189.0,,,13.0,78.0,1.04,6.0,2024-08-12 00:26:51,2024-08-12 00:27:00,398.0,483.0,,,2023,2,21
Running,2023-02-18 08:15:00,5.02,254.0,2024-08-12 00:29:24,136.0,156.0,177.0,185.0,,,45.0,42.0,0.96,6.0,2024-08-12 00:28:58,2024-08-12 00:33:48,,,,,2023,2,18
Running,2023-02-17 08:16:00,5.04,324.0,2024-08-12 00:28:50,164.0,187.0,179.0,185.0,,,13.0,25.0,0.98,6.0,2024-08-12 00:28:43,2024-08-12 00:28:50,442.0,462.0,,,2023,2,17
Running,2023-02-15 07:17:00,3.29,181.0,2024-08-12 00:18:36,148.0,163.0,180.0,189.0,,,5.0,63.0,0.98,4.0,2024-08-12 00:18:35,2024-08-12 00:18:36,372.0,437.0,,,2023,2,15
Running,2023-02-13 17:14:00,8.02,408.0,2024-08-12 00:46:45,144.0,160.0,173.0,187.0,,,24.0,45.0,0.99,9.0,2024-08-12 00:46:01,2024-08-12 00:46:45,418.0,459.0,,,2023,2,13
Running,2023-11-02 09:26:00,5.29,319.0,2024-08-12 00:29:56,160.0,178.0,180.0,189.0,,,19.0,21.0,0.98,6.0,2024-08-12 00:29:53,2024-08-12 00:33:05,421.0,441.0,,,2023,11,2
Running,2023-10-02 17:55:00,7.11,346.0,2024-08-12 00:37:18,142.0,163.0,176.0,183.0,,,15.0,34.0,1.08,8.0,2024-08-12 00:37:08,2024-08-12 00:37:18,435.0,460.0,,,2023,10,2
Running,2023-08-02 17:35:00,10.12,608.0,2024-08-12 00:58:18,157.0,177.0,178.0,194.0,,,43.0,67.0,0.98,11.0,2024-08-12 00:57:55,2024-08-12 00:58:18,107.0,458.0,,,2023,8,2
Running,2023-04-02 07:40:00,5.24,316.0,2024-08-12 00:31:50,149.0,170.0,179.0,189.0,,,2.0,28.0,0.92,6.0,2024-08-12 00:31:41,2024-08-12 00:31:50,-207.0,-15.0,,,2023,4,2
Running,2023-02-02 06:33:00,4.82,273.0,2024-08-12 00:27:20,149.0,167.0,180.0,190.0,,,7.0,33.0,0.98,5.0,2024-08-12 00:27:11,2024-08-12 00:27:20,-227.0,-196.0,,,2023,2,2
Running,2023-01-02 06:08:00,6.19,350.0,2024-08-12 00:35:07,149.0,173.0,182.0,189.0,,,7.0,39.0,0.97,7.0,2024-08-12 00:35:01,2024-08-12 00:35:07,-90.0,-55.0,,,2023,1,2
Running,2023-01-31 06:22:00,13.02,796.0,2024-08-12 01:17:06,155.0,179.0,178.0,187.0,,,51.0,72.0,0.95,14.0,2024-08-12 01:16:45,2024-08-12 01:17:06,-92.0,-56.0,,,2023,1,31
Running,2023-01-29 09:42:00,10.02,628.0,2024-08-12 00:56:48,163.0,181.0,180.0,187.0,,,41.0,44.0,0.98,11.0,2024-08-12 00:56:46,2024-08-12 00:56:48,-211.0,-189.0,,,2023,1,29
Running,2023-01-28 09:51:00,5.37,316.0,2024-08-12 00:30:01,155.0,180.0,180.0,189.0,,,26.0,42.0,0.99,6.0,2024-08-12 00:29:52,2024-08-12 00:30:01,-232.0,-204.0,,,2023,1,28
Running,2023-01-27 16:14:00,8.03,474.0,2024-08-12 00:46:20,151.0,170.0,178.0,185.0,,,11.0,31.0,0.98,9.0,2024-08-12 00:46:11,2024-08-12 00:46:20,-192.0,-166.0,,,2023,1,27
Running,2023-01-24 07:54:00,5.02,301.0,2024-08-12 00:29:13,153.0,169.0,179.0,185.0,,,19.0,75.0,0.96,6.0,2024-08-12 00:29:04,2024-08-12 00:29:13,57.0,121.0,,,2023,1,24
Running,2023-01-23 17:27:00,6.46,382.0,2024-08-12 00:37:29,151.0,169.0,172.0,193.0,,,24.0,46.0,1.0,7.0,2024-08-12 00:36:14,2024-08-12 00:37:29,128.0,161.0,,,2023,1,23
Running,2023-01-20 16:40:00,8.03,501.0,2024-08-12 00:45:31,161.0,175.0,180.0,187.0,,,28.0,47.0,0.98,9.0,2024-08-12 00:45:29,2024-08-12 00:45:31,142.0,187.0,,,2023,1,20
Running,2023-01-19 07:50:00,5.02,301.0,2024-08-12 00:28:36,153.0,171.0,181.0,189.0,,,11.0,37.0,0.97,6.0,2024-08-12 00:28:28,2024-08-12 00:28:36,153.0,185.0,,,2023,1,19
Running,2023-01-16 07:51:00,5.38,326.0,2024-08-12 00:31:43,152.0,162.0,179.0,185.0,,,11.0,36.0,0.95,6.0,2024-08-12 00:31:34,2024-08-12 00:31:43,-37.0,25.0,,,2023,1,16
Running,2023-01-15 08:33:00,5.02,299.0,2024-08-12 00:29:13,149.0,182.0,179.0,186.0,,,14.0,32.0,0.96,6.0,2024-08-12 00:29:03,2024-08-12 00:29:13,-55.0,-33.0,,,2023,1,15
Running,2023-01-14 07:04:00,7.02,425.0,2024-08-12 00:40:42,152.0,171.0,180.0,208.0,,,20.0,49.0,0.96,8.0,2024-08-12 00:40:38,2024-08-12 00:40:42,-61.0,-24.0,,,2023,1,14
Running,2023-11-01 17:32:00,6.02,366.0,2024-08-12 00:34:47,153.0,170.0,173.0,185.0,,,18.0,47.0,1.0,7.0,2024-08-12 00:34:07,2024-08-12 00:34:47,114.0,148.0,,,2023,11,1
Running,2023-10-01 17:26:00,4.19,256.0,2024-08-12 00:24:49,152.0,166.0,178.0,189.0,,,13.0,34.0,0.94,5.0,2024-08-12 00:24:43,2024-08-12 00:24:49,165.0,194.0,,,2023,10,1
Running,2023-09-01 07:18:00,5.07,301.0,2024-08-12 00:30:04,,,180.0,,,,10.0,11.0,0.94,1.0,,2024-08-12 00:30:04,,,,,2023,9,1
Running,2023-08-01 07:23:00,5.03,298.0,2024-08-12 00:30:20,147.0,161.0,179.0,185.0,,,6.0,32.0,0.93,6.0,2024-08-12 00:30:15,2024-08-12 00:30:20,-17.0,17.0,,,2023,8,1
Running,2023-07-01 07:45:00,6.09,352.0,2024-08-12 00:35:17,147.0,164.0,183.0,191.0,,,18.0,38.0,0.94,7.0,2024-08-12 00:35:11,2024-08-12 00:35:17,-60.0,-14.0,,,2023,7,1
Running,2023-06-01 18:19:00,5.02,296.0,2024-08-12 00:29:17,149.0,166.0,177.0,185.0,,,5.0,25.0,0.97,6.0,2024-08-12 00:29:12,2024-08-12 00:30:25,-51.0,-22.0,,,2023,6,1
Running,2023-04-01 17:06:00,3.38,216.0,2024-08-12 00:21:13,150.0,162.0,177.0,186.0,,,17.0,21.0,0.9,4.0,2024-08-12 00:21:03,2024-08-12 00:21:13,92.0,108.0,,,2023,4,1
Running,2023-02-01 16:46:00,4.21,220.0,2024-08-12 00:24:20,135.0,162.0,178.0,187.0,,,7.0,30.0,0.97,5.0,2024-08-12 00:24:19,2024-08-12 00:24:20,122.0,155.0,,,2023,2,1
Running,2022-12-31 08:17:00,5.02,268.0,2024-08-12 00:28:07,141.0,158.0,183.0,191.0,,,15.0,27.0,0.98,6.0,2024-08-12 00:28:05,2024-08-12 00:28:07,-213.0,33.0,,,2022,12,31
Running,2022-12-30 17:10:00,3.16,168.0,2024-08-12 00:17:09,145.0,164.0,178.0,191.0,,,4.0,9.0,1.03,4.0,2024-08-12 00:17:05,2024-08-12 00:17:09,-213.0,-199.0,,,2022,12,30
Running,2022-12-28 08:03:00,3.06,160.0,2024-08-12 00:17:14,138.0,153.0,180.0,187.0,,,7.0,21.0,0.99,4.0,2024-08-12 00:17:14,2024-08-12 00:17:14,-105.0,-85.0,,,2022,12,28
Running,2022-12-27 06:56:00,3.06,168.0,2024-08-12 00:16:32,149.0,171.0,178.0,189.0,,,2.0,28.0,1.04,4.0,2024-08-12 00:16:25,2024-08-12 00:16:32,-104.0,-75.0,,,2022,12,27
Running,2022-12-14 06:54:00,4.03,240.0,2024-08-12 00:23:16,153.0,170.0,180.0,187.0,,,17.0,31.0,0.96,5.0,2024-08-12 00:23:15,2024-08-12 00:23:16,135.0,170.0,,,2022,12,14
Running,2022-12-13 07:34:00,4.02,218.0,2024-08-12 00:22:12,147.0,163.0,180.0,191.0,,,12.0,36.0,1.01,5.0,2024-08-12 00:22:04,2024-08-12 00:22:12,128.0,164.0,,,2022,12,13
Running,2022-09-12 06:45:00,4.25,247.0,2024-08-12 00:24:58,149.0,168.0,179.0,187.0,,,13.0,29.0,0.95,5.0,2024-08-12 00:24:52,2024-08-12 00:24:58,157.0,182.0,,,2022,9,12
Running,2022-06-12 07:14:00,4.45,314.0,2024-08-12 00:26:10,169.0,195.0,177.0,188.0,,,17.0,36.0,0.96,5.0,2024-08-12 00:25:43,2024-08-12 00:26:10,188.0,221.0,,,2022,6,12
Running,2022-05-12 07:05:00,3.75,210.0,2024-08-12 00:22:03,142.0,162.0,178.0,193.0,,,12.0,32.0,0.96,4.0,2024-08-12 00:22:03,2024-08-12 00:22:03,174.0,199.0,,,2022,5,12
Running,2022-02-12 07:59:00,4.02,246.0,2024-08-12 00:21:59,163.0,185.0,179.0,189.0,,,22.0,41.0,1.02,5.0,2024-08-12 00:21:50,2024-08-12 00:21:59,129.0,174.0,,,2022,2,12
Running,2022-11-30 07:52:00,3.14,175.0,2024-08-12 00:18:19,143.0,160.0,177.0,187.0,,,13.0,20.0,0.97,4.0,2024-08-12 00:18:11,2024-08-12 00:18:19,192.0,207.0,,,2022,11,30
Running,2022-11-29 18:41:00,3.7,209.0,2024-08-12 00:21:08,147.0,161.0,174.0,185.0,,,9.0,27.0,1.01,4.0,2024-08-12 00:21:04,2024-08-12 00:21:08,-166.0,172.0,,,2022,11,29
Running,2022-02-11 08:00:00,4.15,234.0,2024-08-12 00:23:50,147.0,163.0,178.0,193.0,,,5.0,32.0,0.98,5.0,2024-08-12 00:23:49,2024-08-12 00:23:50,427.0,452.0,,,2022,2,11
Running,2022-01-11 07:41:00,5.04,314.0,2024-08-12 00:29:37,158.0,171.0,178.0,187.0,,,2.0,27.0,0.95,6.0,2024-08-12 00:29:34,2024-08-12 00:29:37,418.0,443.0,,,2022,1,11
Running,2022-10-31 15:33:00,4.2,252.0,2024-08-12 00:23:54,156.0,174.0,173.0,187.0,,,5.0,22.0,1.02,5.0,2024-08-12 00:23:34,2024-08-12 00:23:54,436.0,458.0,,,2022,10,31
